dediac	original_gold	max_gold	max_gold_alt
.	.	.	
			
وأضاف	وَأَضَافَ	وَأَضَافَ	
زوكربيرغ	زُوكْرِبِيرْغْ	زُوكْرِبِيرْغْ	
في	فِي	فِي	
تعليق	تَعْلِيقٍ	تَعْلِيقٍ	
عبر	عَبْرَ	عَبْرَ	
حسابه	حِسَابِهِ	حِسَابِهِ	
الشخصي	الشَّخْصِيِّ	الشَّخْصِيِّ	
:	:	:	
"	"	"	
خارطة	خَارِطَةُ	خَارِطَةُ	
واتس	وَاتِسْ	وَاتِسْ	
آب	آبْ	آبْ	
لن	لَنْ	لَنْ	
تتغير	تَتَغَيَّرَ	تَتَغَيَّرَ	
،	،	،	
لكننا	لَكِنَّنَا	لَكِنَّنَا	
سنعمل	سَنَعْمَلُ	سَنَعْمَلُ	
على	عَلَى	عَلَى	
مدى	مَدَى	مَدَى	
السنوات	السَّنَوَاتِ	السَّنَوَاتِ	
القليلة	الْقَلِيلَةِ	الْقَلِيلَةِ	
المقبلة	الْمُقْبِلَةِ	الْمُقْبِلَةِ	
على	عَلَى	عَلَى	
مساعدته	مُسَاعَدَتِهِ	مُسَاعَدَتِهِ	
للنمو	لِلنُّمُوِّ	لِلنُّمُوِّ	
وربط	وَرَبْطِ	وَرَبْطِ	
العالم	الْعَالَمِ	الْعَالَمِ	
كله	كُلِّهِ	كُلِّهِ	
،	،	،	
وتطوير	وَتَطْوِيرِ	وَتَطْوِيرِ	
خدمات	خِدْمَاتِ	خِدْمَاتِ	خَدَمَاتِ
التطبيق	التَّطْبِيقِ	التَّطْبِيقِ	
المختلفة	الْمُخْتَلِفَةِ	الْمُخْتَلِفَةِ	
"	"	"	
.	.	.	
وتابع	وَتَابَعَ	وَتَابَعَ	
قائلا	قَائِلًا	قَائِلًا	
:	:	:	
"	"	"	
أعرف	أَعْرِفُ	أَعْرِفُ	
جان	جَانْ	جَانْ	
كوم	كُومْ	كُومْ	
-	-	-	
مؤسس	مُؤَسِّسَ	مُؤَسِّسَ	
"	"	"	
واتس	وَاتِسْ	وَاتِسْ	
آب	آبْ	آبْ	
"	"	"	
-	-	-	
منذ	مُنْذُ	مُنْذُ	
فترة	فَتْرَةٍ	فَتْرَةٍ	
،	،	،	
وأنا	وَأَنَا	وَأَنَا	
سعيد	سَعِيدٌ	سَعِيدٌ	
بانضمامه	بِانْضِمَامِهِ	بِانْضِمَامِهِ	
لنا	لَنَا	لَنَا	
،	،	،	
وأعتقد	وَأَعْتَقِدُ	وَأَعْتَقِدُ	
أن	أَنَّ	أَنَّ	
بانضمامه	بِانْضِمَامِهِ	بِانْضِمَامِهِ	
هو	هُوَ	هُوَ	
وفريقه	وَفَرِيقِهِ	وَفَرِيقِهِ	
لنا	لَنَا	لَنَا	
سوف	سَوْفَ	سَوْفَ	
نجعل	نَجْعَلُ	نَجْعَلُ	
العالم	الْعَالَمَ	الْعَالَمَ	
أكثر	أَكْثَرَ	أَكْثَرَ	
انفتاحا	انْفِتَاحًا	انْفِتَاحًا	
وتواصلا	وَتَوَاصُلًا	وَتَوَاصُلًا	
"	"	"	
.	.	.	
			
من	مِنْ	مِنْ	
جانبه	جَانِبِهِ	جَانِبِهِ	
،	،	،	
وصف	وَصَفَ	وَصَفَ	
جان	جَانْ	جَانْ	
كوم	كُومْ	كُومْ	
،	،	،	
المؤسس	الْمُؤَسِّسُ	اَلْمُؤَسِّسُ	
والرئيس	وَالرَّئِيسُ	وَالرَّئِيسُ	
التنفيذي	التَّنْفِيذِيُّ	التَّنْفِيذِيُّ	
لشركة	لِشَرِكَةِ	لِشَرِكَةِ	
"	"	"	
واتس	وَاتِسْ	وَاتِسْ	
آب	آبْ	آبْ	
"	"	"	
،	،	،	
الصفقة	الصَّفْقَةَ	اَلصَّفْقَةَ	
ب	بِ	بِ	
"	"	"	
الشراكة	الشَّرَاكَةِ	الشَّرَاكَةِ	
مع	مَعَ	مَعَ	
فيسبوك	فِيسْبُوكْ	فِيسْبُوكْ	
"	"	"	
،	،	،	
مؤكدا	مُؤَكِّدًا	مُؤَكِّدًا	
أن	أَنَّ	أَنَّ	
تلك	تِلْكَ	تِلْكَ	
الشراكة	الشَّرَاكَةَ	الشَّرَاكَةَ	الشِّرَاكَةَ
سوف	سَوْفَ	سَوْفَ	
تسمح	تَسْمَحُ	تَسْمَحُ	
له	لَهُ	لَهُ	
ولفريق	وَلِفَرِيقِ	وَلِفَرِيقِ	
عمله	عَمَلِهِ	عَمَلِهِ	
بالاستمرار	بِالِاسْتِمْرَارِ	بِالِاسْتِمْرَارِ	
في	فِي	فِي	
مهمتهم	مُهِمَّتِهِمْ	مُهِمَّتِهِمُ	
الأساسية	الْأَسَاسِيَّةِ	الْأَسَاسِيَّةِ	
،	،	،	
وهي	وَهِيَ	وَهِيَ	
توفير	تَوْفِيرُ	تَوْفِيرُ	
"	"	"	
منتج	مُنْتَجٍ	مُنْتَجٍ	
رائع	رَائِعٍ	رَائِعٍ	
يستخدمه	يَسْتَخْدِمُهُ	يَسْتَخْدِمُهُ	
العالم	الْعَالَمُ	الْعَالَمُ	
بأكمله	بِأَكْمَلِهِ	بِأَكْمَلِهِ	
"	"	"	
.	.	.	
			
وشدد	وَشَدَّدَ	وَشَدَّدَ	
كوم	كُومْ	كُومْ	
على	عَلَى	عَلَى	
أن	أَنَّ	أَنَّ	
شركته	شَرِكَتَهُ	شَرِكَتَهُ	
ستظل	سَتَظَلُّ	سَتَظَلُّ	
مستقلة	مُسْتَقِلَّةً	مُسْتَقِلَّةً	
رغم	رَغْمَ	رَغْمَ	
الانتقال	الِانْتِقَالِ	الِانْتِقَالِ	
للعمل	لِلْعَمَلِ	لِلْعَمَلِ	
داخل	دَاخِلَ	دَاخِلَ	
"	"	"	
فيسبوك	فِيسْبُوكْ	فِيسْبُوكْ	
"	"	"	
،	،	،	
مضيفا	مُضِيفًا	مُضِيفًا	
،	،	،	
عبر	عَبْرَ	عَبْرَ	
مدونة	مُدَوَّنَةِ	مُدَوَّنَةِ	
"	"	"	
واتس	وَاتِسْ	وَاتِسْ	
آب	آبْ	آبْ	
"	"	"	
،	،	،	
أن	أَنَّ	أَنَّ	
تلك	تِلْكَ	تِلْكَ	
الشراكة	الشَّرَاكَةَ	الشَّرَاكَةَ	الشِّرَاكَةَ
لن	لَنْ	لَنْ	
تغير	تُغَيِّرَ	تُغَيِّرَ	
شيئا	شَيْئًا	شَيْئًا	
بالنسبة	بِالنِّسْبَةِ	بِالنِّسْبَةِ	
للمستخدمين	لِلْمُسْتَخْدِمِينَ	لِلْمُسْتَخْدِمِينَ	
الحاليين	الْحَالِيِّينَ	الْحَالِيِّينَ	
أو	أَوْ	أَوْ	
بالنسبة	بِالنِّسْبَةِ	بِالنِّسْبَةِ	
لسياسة	لِسِيَاسَةِ	لِسِيَاسَةِ	
فرض	فَرْضِ	فَرْضِ	
رسوم	رُسُومٍ	رُسُومٍ	
رمزية	رَمْزِيَّةٍ	رَمْزِيَّةٍ	
نظير	نَظِيرَ	نَظِيرَ	
الاستمتاع	الِاسْتِمْتَاعِ	الِاسْتِمْتَاعِ	
بالخدمة	بِالْخِدْمَةِ	بِالْخِدْمَةِ	
أو	أَوْ	أَوْ	
لسياسة	لِسِيَاسَةِ	لِسِيَاسَةِ	
عدم	عَدَمِ	عَدَمِ	
تقديم	تَقْدِيمِ	تَقْدِيمِ	
إعلانات	إِعْلَانَاتٍ	إِعْلَانَاتٍ	
بالخدمة	بِالْخِدْمَةِ	بِالْخِدْمَةِ	
.	.	.	
يذكر	يُذْكَرُ	يُذْكَرُ	
أن	أَنَّ	أَنَّ	
خدمة	خِدْمَةَ	خِدْمَةَ	
"	"	"	
واتس	وَاتِسْ	وَاتِسْ	
آب	آبْ	آبْ	
"	"	"	
تأسست	تَأَسَّسَتْ	تَأَسَّسَتْ	
في	فِي	فِي	
عام	عَامِ	عَامِ	
2009	2009	2009	
،	،	،	
وهي	وَهِيَ	وَهِيَ	
أحد	أَحَدُ	أَحَدُ	
الخدمات	الْخِدْمَاتِ	الْخِدْمَاتِ	الْخَدَمَاتِ
الأسرع	الْأَسْرَعِ	الْأَسْرَعِ	
نموا	نُمُوًّا	نُمُوًّا	
في	فِي	فِي	
السنوات	السَّنَوَاتِ	السَّنَوَاتِ	
الأخيرة	الْأَخِيرَةِ	الْأَخِيرَةِ	
،	،	،	
المستخدمة	الْمُسْتَخْدَمَةِ	اَلْمُسْتَخْدَمَةِ	
من	مِنْ	مِنْ	
خلال	خِلَالِ	خِلَالِ	
الهواتف	الْهَوَاتِفِ	الْهَوَاتِفِ	
الذكية	الذَّكِيَّةِ	الذَّكِيَّةِ	
إذ	إِذْ	إِذْ	
يبلغ	يَبْلُغُ	يَبْلُغُ	
عدد	عَدَدُ	عَدَدُ	
مستخدميها	مُسْتَخْدِمِيهَا	مُسْتَخْدِمِيهَا	
النشطين	النَّشِطِينَ	النَّشِطِينَ	
شهريا	شَهْرِيًّا	شَهْرِيًّا	
في	فِي	فِي	
الوقت	الْوَقْتِ	الْوَقْتِ	
الحالي	الْحَالِيِّ	الْحَالِيِّ	
نحو	نَحْوَ	نَحْوَ	
450	450	450	
مليونا	مِلْيُونًا	مِلْيُونًا	
حول	حَوْلَ	حَوْلَ	
العالم	الْعَالَمِ	الْعَالَمِ	
،	،	،	
فيما	فِيمَا	فِيمَا	
يبلغ	يَبْلُغُ	يَبْلُغُ	
عدد	عَدَدُ	عَدَدُ	
مستخدمي	مُسْتَخْدِمِي	مُسْتَخْدِمِي	
الخدمة	الْخِدْمَةِ	الْخِدْمَةِ	
النشطين	النَّشِطِينَ	النَّشِطِينَ	
يوميا	يَوْمِيًّا	يَوْمِيًّا	
نحو	نَحْوَ	نَحْوَ	
320	320	320	
مليون	مِلْيُونِ	مِلْيُونِ	
مستخدم	مُسْتَخْدِمٍ	مُسْتَخْدِمٍ	
،	،	،	
مع	مَعَ	مَعَ	
العلم	الْعِلْمِ	الْعِلْمِ	
أن	أَنَّ	أَنَّ	
مليون	مِلْيُونَ	مِلْيُونَ	
شخص	شَخْصٍ	شَخْصٍ	
يوميا	يَوْمِيًّا	يَوْمِيًّا	
ينضمون	يَنْضَمُّونَ	يَنْضَمُّونَ	
إلى	إِلَى	إِلَى	
هذه	هَذِهِ	هَٰذِهِ	
الخدمة	الْخِدْمَةِ	الْخِدْمَةِ	
حول	حَوْلَ	حَوْلَ	
العالم	الْعَالَمِ	الْعَالَمِ	
عن	عَنْ	عَنْ	
طريق	طَرِيقِ	طَرِيقِ	
تحميلها	تَحْمِيلِهَا	تَحْمِيلِهَا	
على	عَلَى	عَلَى	
هواتفهم	هَوَاتِفِهِمْ	هَوَاتِفِهِمُ	
الذكية	الذَّكِيَّةِ	الذَّكِيَّةِ	
.	.	.	
			
وكانت	وَكَانَتْ	وَكَانَتْ	
خدمة	خِدْمَةُ	خِدْمَةُ	
"	"	"	
واتس	وَاتِسْ	وَاتِسْ	
آب	آبْ	آبْ	
"	"	"	
قد	قَدْ	قَدْ	
تأسست	تَأَسَّسَتْ	تَأَسَّسَتْ	
في	فِي	فِي	
2009	2009	2009	
،	،	،	
على	عَلَى	عَلَى	
يد	يَدِ	يَدِ	
الثنائي	الثُّنَائِيِّ	الثُّنَائِيِّ	
جان	جَانْ	جَانْ	
كوم	كُومْ	كُومْ	
وبريان	وَبِرْيَانْ	وَبِرْيَانْ	وَبِرِيَانْ
أكتون	أَكْتُونْ	أَكْتُونْ	
،	،	،	
وهما	وَهُمَا	وَهُمَا	
من	مِنْ	مِنْ	
موظفي	مُوَظَّفِي	مُوَظَّفِي	
"	"	"	
ياهو	يَاهُو	يَاهُو	
"	"	"	
السابقين	السَّابِقِينَ	اَلسَّابِقِينَ	
.	.	.	
وتقدم	وَتُقَدِّمُ	وَتُقَدِّمُ	
الخدمة	الْخِدْمَةُ	الْخِدْمَةُ	
عدة	عِدَّةَ	عِدَّةَ	
تطبيقات	تَطْبِيقَاتٍ	تَطْبِيقَاتٍ	
للأجهزة	لِلْأَجْهِزَةِ	لِلْأَجْهِزَةِ	
الذكية	الذَّكِيَّةِ	الذَّكِيَّةِ	
العاملة	الْعَامِلَةِ	الْعَامِلَةِ	
بأنظمة	بِأَنْظِمَةِ	بِأَنْظِمَةِ	
"	"	"	
أندرويد	أَنْدْرُويِدْ	أَنْدْرُويِدْ	
"	"	"	
و	وَ	وَ	
IOS	IOS	IOS	
و	وَ	وَ	
"	"	"	
سيمبيان	سِيمْبِيَانْ	سِيمْبِيَانْ	
"	"	"	
و	وَ	وَ	
"	"	"	
بلاك	بِلَاكْ	بِلَاكْ	بْلَاكْ
بيري	بِيرِي	بِيرِي	
"	"	"	
و	وَ	وَ	
"	"	"	
ويندوز	وِينْدُوزْ	وِينْدُوزْ	
فون	فُونْ	فُونْ	
"	"	"	
.	.	.	
			
اكتشاف	اكْتِشَافُ	اِكْتِشَافُ	
ستة	سِتَّةِ	سِتَّةِ	
كواكب	كَوَاكِبَ	كَوَاكِبَ	
منها	مِنْهَا	مِنْهَا	
ثلاثة	ثَلَاثَةٌ	ثَلَاثَةٌ	
على	عَلَى	عَلَى	
الأقل	الْأَقَلِّ	الْأَقَلِّ	
صالحة	صَالِحَةٌ	صَالِحَةٌ	
للسكنى	لِلسُّكْنَى	لِلسُّكْنَى	
			
أفاد	أَفَادَ	أَفَادَ	
علماء	عُلَمَاءُ	عُلَمَاءُ	
الفلك	الْفَلَكِ	الْفَلَكِ	
في	فِي	فِي	
ألمانيا	أَلْمَانْيَا	أَلْمَانْيَا	أَلْمَانِيَا
أن	أَنَّ	أَنَّ	
نجما	نَجْمًا	نَجْمًا	
مجاورا	مُجَاوِرًا	مُجَاوِرًا	
للمجموعة	لِلْمَجْمُوعَةِ	لِلْمَجْمُوعَةِ	
الشمسية	الشَّمْسِيَّةِ	الشَّمْسِيَّةِ	
هو	هُوَ	هُوَ	
النجم	النَّجْمُ	النَّجْمُ	
"	"	"	
كليزه	كِلِيزِهْ	كِلِيزِهْ	
667	667	667	
C	C	C	
"	"	"	
أو	أَوْ	أَوْ	
"	"	"	
GJ	GJ	GJ	
667	667	667	
C	C	C	
"	"	"	
تدور	تَدُورُ	تَدُورُ	
في	فِي	فِي	
فلكه	فَلَكِهِ	فَلَكِهِ	
ستة	سِتَّةُ	سِتَّةُ	
كواكب	كَوَاكِبَ	كَوَاكِبَ	
على	عَلَى	عَلَى	
الأقل	الْأَقَلِّ	الْأَقَلِّ	
،	،	،	
تبين	تَبَيَّنَ	تَبَيَّنَ	
أن	أَنَّ	أَنَّ	
منها	مِنْهَا	مِنْهَا	
ثلاثة	ثَلَاثَةً	ثَلَاثَةً	
على	عَلَى	عَلَى	
الأقل	الْأَقَلِّ	الْأَقَلِّ	
صالحة	صَالِحَةٌ	صَالِحَةٌ	
للسكنى	لِلسُّكْنَى	لِلسُّكْنَى	
،	،	،	
نظرا	نَظَرًا	نَظَرًا	
لأنها	لِأَنَّهَا	لِأَنَّهَا	
تدور	تَدُورُ	تَدُورُ	
على	عَلَى	عَلَى	
مسافة	مَسَافَةٍ	مَسَافَةٍ	
مناسبة	مُنَاسِبَةٍ	مُنَاسِبَةٍ	
تسمح	تَسْمَحُ	تَسْمَحُ	
بوجود	بِوُجُودِ	بِوُجُودِ	
مياه	مِيَاهٍ	مِيَاهٍ	
سائلة	سَائِلَةٍ	سَائِلَةٍ	
،	،	،	
وهذا	وَهَذَا	وَهَٰذَا	
شرط	شَرْطٌ	شَرْطٌ	
أساسي	أَسَاسِيٌّ	أَسَاسِيٌّ	
إن	إِنْ	إِنْ	
لم	لَمْ	لَمْ	
يكن	يَكُنْ	يَكُنْ	
أهم	أَهَمَّ	أَهَمَّ	
الشروط	الشُّرُوطِ	الشُّرُوطِ	
لوجود	لِوُجُودِ	لِوُجُودِ	
حياة	حَيَاةٍ	حَيَاةٍ	
.	.	.	
وقال	وَقَالَ	وَقَالَ	
الباحثون	الْبَاحِثُونَ	الْبَاحِثُونَ	
في	فِي	فِي	
مرصد	مَرْصَدِ	مَرْصَدِ	
"	"	"	
أيسو	أَيْسُو	أَيْسُو	
"	"	"	
الأوروبي	الْأُورُوبِّيِّ	اَلْأُورُوبِّيِّ	
بمدينة	بِمَدِينَةِ	بِمَدِينَةِ	
جارشينج	جَارْشِينْجْ	جَارْشِينْجْ	
بالقرب	بِالْقُرْبِ	بِالْقُرْبِ	
من	مِنْ	مِنْ	
ميونيخ	مِيُونِيخْ	مِيُونِيخْ	
بجنوب	بِجَنُوبِ	بِجَنُوبِ	
ألمانيا	أَلْمَانْيَا	أَلْمَانْيَا	أَلْمَانِيَا
إنهم	إِنَّهُمْ	إِنَّهُمْ	
لم	لَمْ	لَمْ	
يرصدوا	يَرْصُدُوا	يَرْصُدُوا	
من	مِنْ	مِنْ	
قبل	قَبْلُ	قَبْلُ	
هذا	هَذَا	هَٰذَا	
العدد	الْعَدَدَ	الْعَدَدَ	
من	مِنْ	مِنَ	
الكواكب	الْكَوَاكِبِ	الْكَوَاكِبِ	
التي	الَّتِي	الَّتِي	
لا	لَا	لَا	
تستبعد	تُسْتَبْعَدُ	تُسْتَبْعَدُ	
إمكانية	إِمْكَانِيَّةُ	إِمْكَانِيَّةُ	
العيش	الْعَيْشِ	الْعَيْشِ	
عليها	عَلَيْهَا	عَلَيْهَا	
حول	حَوْلَ	حَوْلَ	
نجم	نَجْمٍ	نَجْمٍ	
واحد	وَاحِدٍ	وَاحِدٍ	
.	.	.	
وأوضحوا	وَأَوْضَحُوا	وَأَوْضَحُوا	
أنهم	أَنَّهُمْ	أَنَّهُمْ	
عثروا	عَثَرُوا	عَثَرُوا	
أثناء	أَثْنَاءَ	أَثْنَاءَ	
دراسة	دِرَاسَةِ	دِرَاسَةِ	
النجم	النَّجْمِ	النَّجْمِ	
"	"	"	
كليزه	كِلْيزِهْ	كِلْيزِهْ	
667	667	667	
C	C	C	
"	"	"	
الواقع	الْوَاقِعِ	اَلْوَاقِعِ	
في	فِي	فِي	
برج	بُرْجِ	بُرْجِ	
العقرب	الْعَقْرَبِ	الْعَقْرَبِ	
على	عَلَى	عَلَى	
سبعة	سَبْعَةِ	سَبْعَةِ	
كواكب	كَوَاكِبَ	كَوَاكِبَ	
تدور	تَدُورُ	تَدُورُ	
حول	حَوْلَ	حَوْلَ	
هذا	هَذَا	هَٰذَا	
النجم	النَّجْمِ	النَّجْمِ	
وركزوا	وَرَكَّزُوا	وَرَكَّزُوا	
عليها	عَلَيْهَا	عَلَيْهَا	
.	.	.	
وأوضح	وَأَوْضَحَ	وَأَوْضَحَ	
ميكو	مِيكُو	مِيكُو	
تومي	تُومِي	تُومِي	
المشارك	الْمُشَارِكُ	الْمُشَارِكُ	
في	فِي	فِي	
الدراسة	الدِّرَاسَةِ	الدِّرَاسَةِ	
عن	عَنْ	عَنْ	
جامعة	جَامِعَةِ	جَامِعَةِ	
هيرتفوردشير	هِيرْتِفُورْدِشِيرْ	هِيرْتِفُورْدِشِيرْ	
البريطانية	الْبِرِيطَانِيَّةِ	الْبِرِيطَانِيَّةِ	الْبْرِيطَانِيَّةِ
:	:	:	
"	"	"	
كنا	كُنَّا	كُنَّا	
نعرف	نَعْرِفُ	نَعْرِفُ	
من	مِنْ	مِنْ	
دراسات	دِرَاسَاتٍ	دِرَاسَاتٍ	
سابقة	سَابِقَةٍ	سَابِقَةٍ	
أن	أَنَّ	أَنَّ	
لهذا	لِهَذَا	لِهَٰذَا	
النجم	النَّجْمِ	النَّجْمِ	
ثلاثة	ثَلَاثَةَ	ثَلَاثَةَ	
كواكب	كَوَاكِبَ	كَوَاكِبَ	
،	،	،	
وكنا	وَكُنَّا	وَكُنَّا	
نريد	نُرِيدُ	نُرِيدُ	
معرفة	مَعْرِفَةَ	مَعْرِفَةَ	
ما	مَا	مَا	
إذا	إِذَا	إِذَا	
كانت	كَانَتْ	كَانَتْ	
هناك	هُنَاكَ	هُنَاكَ	
كواكب	كَوَاكِبُ	كَوَاكِبُ	
أخرى	أُخْرَى	أُخْرَى	
حول	حَوْلَ	حَوْلَ	
هذا	هَذَا	هَٰذَا	
النجم	النَّجْمِ	النَّجْمِ	
،	،	،	
فتمخضت	فَتَمَخَّضَتْ	فَتَمَخَّضَتْ	
دراستنا	دِرَاسَتُنَا	دِرَاسَتُنَا	
عن	عَنْ	عَنْ	
تأكيد	تَأْكِيدِ	تَأْكِيدِ	
وجود	وُجُودِ	وُجُودِ	
هذه	هَذِهِ	هَٰذِهِ	
الكواكب	الْكَوَاكِبِ	الْكَوَاكِبِ	
الثلاثة	الثَّلَاثَةِ	الثَّلَاثَةِ	
بالإضافة	بِالْإِضَافَةِ	بِالْإِضَافَةِ	
إلى	إِلَى	إِلَى	
أننا	أَنَّنَا	أَنَّنَا	
أثبتنا	أَثْبَتْنَا	أَثْبَتْنَا	
وجود	وُجُودَ	وُجُودَ	
كوكب	كَوْكَبٍ	كَوْكَبٍ	
إضافي	إِضَافِيٍّ	إِضَافِيٍّ	
حول	حَوْلَ	حَوْلَ	
هذا	هَذَا	هَٰذَا	
النجم	النَّجْمِ	النَّجْمِ	
"	"	"	
،	،	،	
وقيل	وَقِيلَ	وَقِيلَ	
إن	إِنَّ	إِنَّ	
تلك	تِلْكَ	تِلْكَ	
الكواكب	الْكَوَاكِبَ	الْكَوَاكِبَ	
أكبر	أَكْبَرُ	أَكْبَرُ	
من	مِنْ	مِنَ	
الأرض	الْأَرْضِ	الْأَرْضِ	
